Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25490,Update LSR,13-Aug-25,19-Aug-25,5,13-Aug-25,19-Aug-25,5,5,0%,1360,OGAH Alima
    W157LT,W157,HYB Security,W157.3670,HYB Security Regulatory Commitment Log (SRCL) Submit to ONR,,24-Jun-25,0,,13-Aug-25,0,0,0%,351,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3740,HYB Enhanced Defueling Rate: PSA Modeling Issued/ Approval,,13-Aug-25,0,,13-Aug-25,0,0,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1330,TOR Enhanced Defueling Rate: PSA Modeling Issued/ Approval,,13-Aug-25,0,,13-Aug-25,0,0,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3750,HYB Enhanced Defueling Rate: PSA Modeling Production Risk (Risk ID 42008),14-Aug-25,11-Sep-25,20,14-Aug-25,11-Sep-25,20,20,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1340,TOR Enhanced Defueling Rate: PSA Modeling Production Risk (Risk ID 42008),14-Aug-25,11-Sep-25,20,14-Aug-25,11-Sep-25,20,20,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2580,HYB Low Decay Heat: Station comments on NSRS,14-Jan-25,27-Jan-25,10,15-Aug-25,29-Aug-25,10,10,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2670,HYB Low Decay Heat: DA (Peer) Comments on NSRS,14-Jan-25,27-Jan-25,10,15-Aug-25,29-Aug-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2580,TOR Low Decay Heat: Station comments on NSRS,14-Jan-25,27-Jan-25,10,15-Aug-25,29-Aug-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2670,TOR Low Decay Heat: DA (Peer) Comments on NSRS,14-Jan-25,27-Jan-25,10,15-Aug-25,29-Aug-25,10,10,0%,12,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8700,HPB PSR3 Extension EC: Verification of the Submission (using BARRIER MODEL),04-Jul-24,31-Jul-24,10,19-Aug-25,02-Sep-25,10,10,0%,-252,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8970,HPB PSR3 Extension EC: Issue Document to NRS for comment,08-Aug-24,14-Aug-24,5,19-Aug-25,26-Aug-25,5,5,0%,-243,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9470,## HNB PSR3 Extension EC: Key Stakeholders Engagement - Cost Summary ##,08-Aug-24,20-Sep-24,31,19-Aug-25,01-Oct-25,31,31,0%,-248,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8970,HNB PSR3 Extension EC: Issue Document to NRS for comment,08-Aug-24,14-Aug-24,5,19-Aug-25,26-Aug-25,5,5,0%,-248,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8700,HNB PSR3 Extension EC: Verification of the Submission (using BARRIER MODEL),04-Jul-24,31-Jul-24,5,19-Aug-25,26-Aug-25,5,5,0%,-248,OGAH Alima
    W159LT,W159,TOR Security,W159.3300,Prep for Off Site Transport All Security Issues Considered & Addressed,,19-Aug-25,0,,19-Aug-25,0,0,0%,367,OGAH Alima
    W159LT,W159,TOR Security,W159.3500,Review TSS/TSP For New Temporary or Permanent Mitigations,,19-Aug-25,0,,19-Aug-25,0,0,0%,367,OGAH Alima
    W159LT,W159,TOR Security,W159.2000,Submit Revised TSS/TSP To ONR,20-Aug-25,20-Aug-25,1,20-Aug-25,20-Aug-25,1,1,0%,346,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25500,Issue Complete LSR,20-Aug-25,20-Aug-25,1,20-Aug-25,20-Aug-25,1,1,0%,1360,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25560,HRA 2025 Issue Complete LSR,,20-Aug-25,0,,20-Aug-25,0,0,0%,1360,OGAH Alima
    W159LT,W159,TOR Security,W159.2010,ONR Approval Of Revised TSS/TSP,21-Aug-25,18-Sep-25,20,21-Aug-25,18-Sep-25,20,20,0%,346,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25130,TGN097 R2 - Report Issue,22-Aug-25,05-Sep-25,10,22-Aug-25,05-Sep-25,10,10,0%,1349,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.7590,TGN097 R2 - EDF Review,22-Aug-25,05-Sep-25,10,22-Aug-25,05-Sep-25,10,10,0%,1857,OGAH Alima
    ER7579LT,W193,HNB DPCS Defueling Support,W193.25370,Redistribute Assets,28-Aug-25,08-Oct-25,30,22-Aug-25,03-Oct-25,30,30,0%,31,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25010,Flask 9 - Flask Licensing INA Approval of Cat C,05-Feb-25,18-Feb-25,10,26-Aug-25,08-Sep-25,10,10,0%,0,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8640,"HNB PSR3 Extension EC: Issue to CO, INSA & Station for comments",,31-Jul-24,0,,26-Aug-25,0,0,0%,-244,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8980,HPB PSR3 Extension EC: NRS Comments,15-Aug-24,21-Aug-24,5,27-Aug-25,02-Sep-25,5,5,0%,-243,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8980,HNB PSR3 Extension EC: NRS Comments,15-Aug-24,21-Aug-24,5,27-Aug-25,02-Sep-25,5,5,0%,-248,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8720,HNB PSR3 Extension EC: Address Verifier Comments,01-Aug-24,07-Aug-24,2,27-Aug-25,28-Aug-25,2,2,0%,-244,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9120,HNB PSR3 Extension EC: Verification Complete/ Verified Draft A Issued for INSA (T-7)  EC 375144,,07-Aug-24,0,,28-Aug-25,0,0,0%,-224,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9060,HNB PSR3 Extension EC: Verification Complete/ Verified Draft A Issued for INSA (T-7)  EC 375144,,07-Aug-24,0,,28-Aug-25,0,0,0%,-224,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8660,HNB PSR3 Extension EC: Submit for approval - Categoriser ratifies; RE/CO endorsement ==> KDM,,07-Aug-24,0,,28-Aug-25,0,0,0%,-224,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8580,HNB PSR3 Extension EC: Verification Complete,,07-Aug-24,0,,28-Aug-25,0,0,0%,-244,OGAH Alima
    W157LT,W157,HYB Security,W157.24500,Sign Station Defuelling QP- Ready to Implement Defuelling Security Regime,09-Jul-25,05-Aug-25,20,29-Aug-25,25-Sep-25,20,20,0%,231,OGAH Alima
    W157LT,W157,HYB Security,W157.2500,ONR Approval of Draft DNSSP,09-Jul-25,22-Jul-25,10,29-Aug-25,11-Sep-25,10,10,0%,331,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.5840,HPB PSR4 Head Doc: Safety Case Paper Authoring Complete EC 374795,,26-Feb-25,0,,29-Aug-25,0,0,0%,-53,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.5740,HPB PSR4 Head Doc: All Supporting References Approved and Issued,,26-Feb-25,0,,29-Aug-25,0,0,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8120,HPB PSR4 Head Doc: All Key Supporting References Appoved and Issued,,26-Feb-25,0,,29-Aug-25,0,0,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8180,HPB PSR Head Doc: Upload Submission Proposal to AMS,26-Feb-25,04-Mar-25,5,29-Aug-25,04-Sep-25,5,5,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8470,>>>MIRROR OF INCOMING ENABLER (W404) - EC PDSC Proposal Ready for Review,,26-Feb-25,0,,29-Aug-25*,0,0,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9290,PDSC - EC PDSC Proposal Ready for Review,,26-Feb-25,0,,29-Aug-25,0,0,0%,-66,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9490,## HNB PSR3 Extension EC: Clearances and Closeout - Cost Summary ##,08-Aug-24,22-May-25,83,29-Aug-25,23-Dec-25,83,83,0%,4,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8620,HNB PSR3 Extension EC: Prepare Station Director's Brief,08-Aug-24,14-Aug-24,5,29-Aug-25,04-Sep-25,5,5,0%,67,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8460,>>>INCOMING ENABLER (W404) - EC PDSC Proposal Ready for Review,,27-Feb-25,0,,29-Aug-25,0,0,0%,340,OGAH Alima
 Subtotal,,,,,04-Jul-24,08-Oct-25,102,01-Aug-25,23-Dec-25,102,102,,1780,OGAH Alima
 01-Sep-25,,,,,,,,,,,,,,
    W155LT,W155,HRA Security,W155.3220,Final ONR review of D/SPPI,03-Feb-25,07-Feb-25,60,01-Sep-25*,21-Nov-25,60,60,0%,280,OGAH Alima
    W155LT,W155,HRA Security,W155.3330,Draft DNSSP And Sumbit To ONR,29-Jan-25,11-Feb-25,80,01-Sep-25*,19-Dec-25,80,80,0%,225,OGAH Alima
    W156LT,W156,HYA Security,W156.3120,Draft DNSSP,10-Feb-25,07-Mar-25,80,01-Sep-25*,19-Dec-25,80,80,0%,466,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2540,HYB Low Decay Heat: INA comments on NSRS,28-Jan-25,10-Feb-25,10,01-Sep-25,12-Sep-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2540,TOR Low Decay Heat: INA comments on NSRS,28-Jan-25,10-Feb-25,10,01-Sep-25,12-Sep-25,10,10,0%,12,OGAH Alima
    W157LT,W157,HYB Security,W157.1980,Draft Site specific Flask Transport Impact initial assessment template,02-Sep-25,02-Sep-25,1,02-Sep-25*,02-Sep-25,1,1,0%,297,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8640,"HPB PSR3 Extension EC: Issue to CO, INSA & Station for comments",,31-Jul-24,0,,02-Sep-25,0,0,0%,-252,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.A1460,Gate D PRC Paper Submission,01-May-25,01-May-25,1,03-Sep-25,03-Sep-25,1,1,0%,6,OGAH Alima
    W157LT,W157,HYB Security,W157.2020,Undertake Site assessment of revised Flask Transfer/Storage arrangements,03-Sep-25,30-Sep-25,20,03-Sep-25,30-Sep-25,20,20,0%,297,OGAH Alima
    W157LT,W157,HYB Security,W157.1990,Undertake assessment of potential impacts on existing TSS/TSP in respect of increased Flask movements,03-Sep-25,28-Oct-25,40,03-Sep-25*,28-Oct-25,40,40,0%,298,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8720,HPB PSR3 Extension EC: Address Verifier Comments,01-Aug-24,07-Aug-24,5,03-Sep-25,09-Sep-25,5,5,0%,-252,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8990,HPB PSR3 Extension EC: NRS Comments Addressed,22-Aug-24,29-Aug-24,5,03-Sep-25,09-Sep-25,5,5,0%,-243,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8990,HNB PSR3 Extension EC: NRS Comments Addressed,22-Aug-24,29-Aug-24,5,03-Sep-25,09-Sep-25,5,5,0%,-248,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.A1470,Gate D PRC Review,01-May-25,02-May-25,1,03-Sep-25,04-Sep-25,1,1,0%,6,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25020,Flask 9 - Prepare Transport Paperwork,14-Feb-25,20-Feb-25,5,04-Sep-25,10-Sep-25,5,5,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25630,DNB 2025 2.9 - Installation R2,04-Sep-25,17-Sep-25,10,04-Sep-25,17-Sep-25,10,10,0%,1594,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.A1500,Approve Refurbishment Report,,02-May-25,0,,04-Sep-25,0,0,0%,6,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.1810,Gate D PRC Approval,,02-May-25,0,,04-Sep-25,0,0,0%,6,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.5810,HPB PSR4 Head Doc: Produce and Approve Verification Plan,05-Mar-25,11-Mar-25,5,05-Sep-25,11-Sep-25,5,5,0%,-66,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25580,HRA 2025 TGN097 R2 - Report Issue,,05-Sep-25,0,,05-Sep-25,0,0,0%,1349,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.7600,TGN097 R2 - Update and Issue Report,08-Sep-25,08-Sep-25,1,08-Sep-25,08-Sep-25,1,1,0%,1857,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.5100,TOR 2025 R2 TGN097 Inspection Complete,,08-Sep-25,0,,08-Sep-25,0,0,0%,1857,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.M1020,Flask 9 - INA Approval,,18-Feb-25,0,,08-Sep-25,0,0,0%,3,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.1310,7 FFiR Flasks Refurbished and Available for Service,,,0,,08-Sep-25,0,0,0%,3,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8580,HPB PSR3 Extension EC: Verification Complete,,07-Aug-24,0,,09-Sep-25,0,0,0%,-252,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8660,HPB PSR3 Extension EC: Submit for approval - Categoriser ratifies; RE/CO endorsement ==> KDM,,07-Aug-24,0,,09-Sep-25,0,0,0%,-252,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9060,HPB PSR3 Extension EC: Verification Complete/ Verified Draft A Issued for INSA (T-7)  EC 374794,,07-Aug-24,0,,09-Sep-25,0,0,0%,-232,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9120,HPB PSR3 Extension EC: Verification Complete/ Verified Draft A Issued for INSA (T-7)  EC 374794,,07-Aug-24,0,,09-Sep-25,0,0,0%,-252,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25590,HRA 2024  - Installation R2,10-Sep-25,30-Sep-25,15,10-Sep-25*,30-Sep-25,15,15,0%,1332,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25410,HYA 2024  - Installation R2,10-Sep-25,30-Sep-25,15,10-Sep-25*,30-Sep-25,15,15,0%,1332,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8620,HPB PSR3 Extension EC: Prepare Station Director's Brief,08-Aug-24,14-Aug-24,5,10-Sep-25,16-Sep-25,5,5,0%,212,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9010,HPB PSR3 Extension EC: Issue for PRWG (Allow 5d),06-Sep-24,12-Sep-24,5,10-Sep-25,16-Sep-25,5,5,0%,-243,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9490,## HPB PSR3 Extension EC: Clearances and Closeout - Cost Summary ##,08-Aug-24,22-May-25,176,10-Sep-25,21-May-26,176,176,0%,157,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9000,HNB PSR3 Extension EC: TR Complete,30-Aug-24,05-Sep-24,5,10-Sep-25,16-Sep-25,5,5,0%,-248,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25030,Flask 9 - Transport Flask to HNB,21-Feb-25,21-Feb-25,1,11-Sep-25,11-Sep-25,1,1,0%,0,OGAH Alima
    W157LT,W157,HYB Security,W157.2670,ONR acknowledgement of proposed delivery model (ONR Approval of DNSSP),,22-Jul-25,0,,11-Sep-25,0,0,0%,331,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.4200,HYB Enhanced Defueling Rate: Discovery Milestone - HF Scope Review of New Significant HBSC,,11-Sep-25,0,,11-Sep-25,0,0,0%,647,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W730.1000,TOR Enhanced Defueling Rate: Discovery Milestone - HF Scope Review of New Significant HBSC,,11-Sep-25,0,,11-Sep-25,0,0,0%,647,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8190,HPB PSR4 Head Doc: PJB Verifier,12-Mar-25,18-Mar-25,3,12-Sep-25,16-Sep-25,3,3,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9370,## HPB PSR4 Head Doc: Verification - Cost Summary ##,12-Mar-25,17-Jun-25,41,12-Sep-25,07-Nov-25,41,41,0%,-58,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3760,HYB Enhanced Defueling Rate: PSA Main Summary Report Authroing,12-Sep-25,02-Oct-25,15,12-Sep-25,02-Oct-25,15,15,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1350,TOR Enhanced Defueling Rate: PSA Main Summary Report Authroing,12-Sep-25,02-Oct-25,15,12-Sep-25,02-Oct-25,15,15,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2600,HYB Low Decay Heat: Register EC and identify Milestones in AMS  EC NNNNNN,11-Feb-25,11-Feb-25,1,15-Sep-25,15-Sep-25,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2600,TOR Low Decay Heat: Register EC and identify Milestones in AMS  EC NNNNNN,11-Feb-25,11-Feb-25,1,15-Sep-25,15-Sep-25,1,1,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2610,HYB Low Decay Heat: Update NSRS to address comments,12-Feb-25,12-Feb-25,1,16-Sep-25,16-Sep-25,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2610,TOR Low Decay Heat: Update NSRS to address comments,12-Feb-25,12-Feb-25,1,16-Sep-25,16-Sep-25,1,1,0%,12,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.5860,HPB PSR4 Head Doc:Verification Commenced (T-11),,18-Mar-25,0,,16-Sep-25,0,0,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.5870,HPB PSR4 Head Doc:Verification of the Submission (using BARRIER MODEL),19-Mar-25,24-Apr-25,20,17-Sep-25,14-Oct-25,20,20,0%,-66,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9020,HPB PSR3 Extension EC: PRWG Meeting for Head Doc,13-Sep-24,13-Sep-24,1,17-Sep-25,17-Sep-25,1,1,0%,-243,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2880,HYB Low Decay Heat: Risk Ref 38976 TBC - NSRS Production,13-Feb-25,19-Feb-25,5,17-Sep-25,23-Sep-25,5,5,0%,12,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9010,HNB PSR3 Extension EC: Issue for PRWG (Allow 5d),06-Sep-24,12-Sep-24,5,17-Sep-25,23-Sep-25,5,5,0%,-248,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2880,TOR Low Decay Heat: Risk Ref 38976 TBC - NSRS Production,13-Feb-25,19-Feb-25,5,17-Sep-25,23-Sep-25,5,5,0%,12,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25840,DNB 2025 2.9 - Installation R22,,17-Sep-25,0,,17-Sep-25,0,0,0%,1594,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9030,HPB PSR3 Extension EC: PRWG Comments Addressed,16-Sep-24,20-Sep-24,5,18-Sep-25,24-Sep-25,5,5,0%,-243,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.6340,TOR 2025 S13R2 - Testing,22-Sep-25,12-Dec-25,60,22-Sep-25,12-Dec-25,60,60,0%,1736,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3580,HYB Low Decay Heat: Risk Milestone - NSRS Production Complete (Risk Ref 38976),,29-May-25,0,,23-Sep-25,0,0,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3580,TOR Low Decay Heat: Risk Milestone - NSRS Production Complete (Risk Ref 38976),,29-May-25,0,,23-Sep-25,0,0,0%,12,OGAH Alima
    W157LT,W157,HYB Security,W157.2590,Implement temp. infrastructure and org mitigations required to enable commencement of defuelling (FEEDS TO SUMMARY SCHE),24-Sep-25,04-Nov-25,30,24-Sep-25,04-Nov-25,30,30,0%,293,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2570,HYB Low Decay Heat: Issue final NSRS,20-Feb-25,20-Feb-25,1,24-Sep-25,24-Sep-25,1,1,0%,12,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9020,HNB PSR3 Extension EC: PRWG Meeting for Head Doc,13-Sep-24,13-Sep-24,1,24-Sep-25,24-Sep-25,1,1,0%,-248,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2570,TOR Low Decay Heat: Issue final NSRS,20-Feb-25,20-Feb-25,1,24-Sep-25,24-Sep-25,1,1,0%,12,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9030,HNB PSR3 Extension EC: PRWG Comments Addressed,16-Sep-24,20-Sep-24,5,25-Sep-25,01-Oct-25,5,5,0%,-248,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9590,DISCOVERY MILESTONE - HNB PSR3 Extension EC: Decision by TD ND Deliverables Programme Board,,05-Sep-24,0,,25-Sep-25,0,0,0%,-244,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2550,HYB Low Decay Heat: DA & INA agree NSRS (for authorised designers-NSRS must be reviewed by DA),24-Feb-25,14-Mar-25,15,26-Sep-25,16-Oct-25,15,15,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2550,TOR Low Decay Heat: DA & INA agree NSRS (for authorised designers-NSRS must be reviewed by DA),24-Feb-25,14-Mar-25,15,26-Sep-25,16-Oct-25,15,15,0%,12,OGAH Alima
    W159LT,W159,TOR Security,W159.2360,>>> MIRROR INCOMING ENABLER W213 Review SPPI File Against Approved Defuelling Essential Safety Cases,,17-Feb-25,0,,30-Sep-25*,0,0,0%,127,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25430,HYA 2024  - Installation R2,,30-Sep-25,0,,30-Sep-25,0,0,0%,1332,OGAH Alima
 Subtotal,,,,,31-Jul-24,12-Dec-25,183,01-Sep-25,21-May-26,183,183,,1680,OGAH Alima
 01-Oct-25,,,,,,,,,,,,,,
    ER7580LT,W194,HPB DPCS Defueling Support,W194.2260,Thales Long Term Support Contract Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,509,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.2290,Thales Long Term Support Contract Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1268,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.2660,Argus Support Contract 2025 - Oct Q4,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1268,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2300,Thales Long Term Support Contract Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25*,31-Dec-25,64,64,0%,1268,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2620,Argus Support Contract - 2025 - Q4,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1268,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1625,Worldgrid Software Modification Support (LAMPS) - Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1521,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1620,Worldgrid System Engineering Support (SQEP) Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25*,31-Dec-25,64,64,0%,1521,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1623,Worldgrid Long Term Support Contract Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1521,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1624,Thales POLARIS & AIC Support Contract Q4 2025,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1521,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1215,TOR Argus Support Contract Q4,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1777,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1255,TOR Thales Long Term Support Contract Q4 2025 Delivery,01-Oct-25,31-Dec-25,64,01-Oct-25,31-Dec-25,64,64,0%,1777,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1255,HYB Thales Long Term Support Contract Q4 2025,02-Jan-25,31-Mar-25,63,01-Oct-25,30-Dec-25,63,63,0%,1778,OGAH Alima
    W157LT,W157,HYB Security,W157.2040,Submit Proprosed Changes To TSS/TSP To ONR,01-Oct-25,01-Oct-25,1,01-Oct-25,01-Oct-25,1,1,0%,297,OGAH Alima
    W159LT,W159,TOR Security,W159.2550,Review SPPI File V1 Aganist Approved Defuelling Safety case And submit To ONR (Not Required if SC is Delivered on Time),18-Feb-25,24-Feb-25,5,01-Oct-25,07-Oct-25,5,5,0%,333,OGAH Alima
    W159LT,W159,TOR Security,W159.1930,Undertake Site assessment of defuelling impacts on existing and new SPP and resources,30-Sep-25,06-Oct-25,5,01-Oct-25,07-Oct-25,5,5,0%,127,OGAH Alima
    W157LT,W157,HYB Security,W157.3510,Submit Proposed changes To TSS/TSP To ONR,,01-Oct-25,0,,01-Oct-25,0,0,0%,317,OGAH Alima
    W157LT,W157,HYB Security,W157.2050,ONR Approval Of Any changes To TSS/TSP,02-Oct-25,29-Oct-25,20,02-Oct-25,29-Oct-25,20,20,0%,297,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9480,## HNB PSR3 Extension EC: INSA & NSC Meeting Readiness - Cost Summary ##,23-Sep-24,03-Dec-24,44,02-Oct-25,03-Dec-25,44,44,0%,1,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8690,HNB PSR3 Extension EC: INSA review & iteration of comments (using BARRIER MODEL),23-Sep-24,18-Oct-24,20,02-Oct-25,29-Oct-25,20,20,0%,-248,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25120,TGN097 R3 - Inspection,03-Oct-25,09-Oct-25,5,03-Oct-25*,09-Oct-25,5,5,0%,546,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2560,HYB Low Decay Heat: Station agree NSRS,03-Mar-25,14-Mar-25,10,03-Oct-25,16-Oct-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2560,TOR Low Decay Heat: Station agree NSRS,03-Mar-25,14-Mar-25,10,03-Oct-25,16-Oct-25,10,10,0%,12,OGAH Alima
